Gene ID	Gene Name
gene-UTI89_RS00045	tal	661.531494	891.553711	1018.035706	0.0	180.214355	642.219910	0.0	927.030762	500.154297	1109.484253	898.126648	686.888977	0.0	737.639465	679.399719	619.344543	0.0	894.060364	916.262085
gene-UTI89_RS00005	thrL	616.911926	337.861572	1180.845093	0.0	0.0	169.756424	0.0	401.957520	898.945129	372.696869	789.524902	512.055481	0.0	225.328415	1246.687744	588.783203	9552.729492	2772.719727	325.054047
gene-UTI89_RS00160	dapB	52.628784	176.080795	260.862152	0.0	110.942497	82.318481	0.0	352.299469	167.087631	338.326294	230.611160	320.549377	0.0	88.472244	443.809387	38.730942	0.0	0.0	87.867401
gene-UTI89_RS00010	thrA	0.000000	116.767372	221.943039	0.0	6.191080	0.000000	0.0	276.956787	156.419907	279.636047	365.617859	320.532745	0.0	114.656197	395.537781	202.571533	807.940857	779.855896	642.532837
gene-UTI89_RS00015	thrB	60.914249	146.815384	314.443207	0.0	0.0	112.500679	0.0	399.119720	229.588135	544.405334	611.490845	524.152893	0.0	208.966797	763.354370	263.952209	0.0	1028.979614	905.715271
gene-UTI89_RS00020	thrC	122.151962	99.070496	318.819977	0.0	11.848446	168.152786	0.0	397.491943	121.086746	267.292084	463.005096	413.138153	0.0	189.710098	599.405640	132.417145	0.0	458.813080	358.763580
gene-UTI89_RS00175	carA	81.207878	182.200073	56.976524	0.0	65.316696	0.000000	0.0	590.773010	64.881042	1218.668335	66.497505	798.142151	0.0	0.000000	844.274353	160.137848	0.0	217.913742	500.604095
gene-UTI89_RS00060	satP	271.780273	96.662788	98.371712	0.0	372.298981	53.039974	0.0	153.453247	69.306351	131.119415	40.965267	128.553375	0.0	220.493973	255.732178	0.0	0.0	0.0	221.977020
gene-UTI89_RS00180	carB	31.153540	248.464783	63.701077	0.0	42.594845	21.046869	0.0	544.226379	51.834713	1601.796753	163.435028	1102.637085	0.0	87.190498	780.182373	204.548218	0.0	323.059723	730.803589
gene-UTI89_RS00190	tnpA	2097.534424	0.0	387.499084	0.0	49.507408	10.919994	0.0	0.0	89.390839	0.0	0.0	653.924316	0.0	476.745178	0.000000	76.841537	0.0	116.671394	0.0
gene-UTI89_RS00040	yaaJ	40.308464	53.883118	19.842026	0.0	10.656036	82.106049	0.0	79.171700	40.653057	57.853745	90.875183	30.621729	0.0	34.946148	20.881470	49.076359	0.0	37.175140	0.0
gene-UTI89_RS00220	caiB	47.125313	52.374962	3.527921	0.0	0.0	24.449030	0.0	57.697605	12.652203	46.117935	66.117851	53.259808	0.0	39.715706	54.008297	57.658733	0.0	43.967403	45.404343
gene-UTI89_RS00035	yaaA	70.232880	0.000000	104.966171	0.0	58.876251	87.086052	0.0	91.506035	88.506088	77.017784	94.695770	90.123276	0.0	52.792316	0.000000	35.350147	0.0	0.0	69.333656
gene-UTI89_RS00225	caiA	24.985037	101.404274	67.521866	0.0	40.023449	59.071224	0.0	0.000000	50.559303	121.735657	135.631699	89.454239	0.0	36.459625	119.947350	24.849916	0.0	45.300888	94.264854
gene-UTI89_RS00230	caiT	19.036798	0.0	5.672629	0.0	0.0	0.0	0.0	13.061239	12.969274	0.0	0.0	0.0	0.0	0.0	0.0	31.315607	0.0	0.0	0.0
gene-UTI89_RS00075	dnaK	664.178040	1017.026184	769.809265	1227.857178	472.596802	1162.134644	0.0	1119.712158	331.803772	1174.369873	728.145386	656.995850	1261.861328	1106.038452	726.084717	663.817383	517.315674	898.928284	686.767944
